16.118142,108.23342,96.64546966552734
16.118144,108.233422,96.79483795166016
16.118146,108.233424,96.95124816894531
16.118148,108.233426,97.11492919921875
16.11815,108.233428,97.27812957763672
16.118152,108.23343,97.44085693359375
16.118154,108.233432,97.60311126708984
16.118156,108.233434,97.764892578125
16.118158,108.233436,97.92619323730469
16.11816,108.233438,98.0870132446289
16.118162,108.23344,98.24736022949219
16.118164,108.233442,98.40723419189453
16.118166,108.233444,98.57327270507812
16.118168,108.233446,98.74320220947266
16.11817,108.233448,98.91609191894531
16.118172,108.23345,99.09193420410156
16.118174,108.233452,99.2707290649414
16.118176,108.233454,99.45248413085938
16.118178,108.233456,99.63719177246094
16.11818,108.233458,99.8248519897461
16.118182,108.23346,100.0154724121094
16.118184,108.233462,100.2090454101562
16.118186,108.233464,100.4055709838867
16.118188,108.233466,100.6041564941406
16.11819,108.233468,100.7867965698242
16.118192,108.23347,100.9704895019531
16.118194,108.233472,101.1552352905273
16.118196,108.233474,101.3410339355469
16.118198,108.233476,101.5278930664062
16.1182,108.233478,101.7157974243164
16.118202,108.23348,101.9047622680664
16.118204,108.233482,102.0947799682617
16.118206,108.233484,102.2858581542969
16.118208,108.233486,102.4705047607422
16.11821,108.233488,102.643424987793
16.118212,108.23349,102.8159103393555
16.118214,108.233492,102.9879684448242
16.118216,108.233494,103.1595916748047
16.118218,108.233496,103.3307876586914
16.11822,108.233498,103.5015487670898
16.118222,108.2335,103.6718826293945
16.118224,108.233502,103.8417816162109
16.118226,108.233504,104.0112457275391
16.118228,108.233506,104.1802825927734
16.11823,108.233508,104.3488845825195
16.118232,108.23351,104.4982757568359
